x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
595.346,666.743,287.323,616.430,296.472,410.918,189.299,362.151,600.217,280.729,360.207,197.379,163.514,184.890,528.875,76.984,176.943,587.756,nan,nan
594.873,666.402,286.882,617.187,296.873,410.764,189.404,362.082,599.493,280.466,360.501,196.592,163.700,184.671,529.339,78.715,177.662,588.217,nan,nan
594.245,666.101,288.108,617.152,296.866,410.751,189.235,361.866,599.130,280.693,360.481,196.035,163.990,184.476,529.632,77.282,179.040,586.879,nan,nan
592.886,666.536,287.740,617.953,296.342,410.705,189.230,361.744,598.378,280.831,360.111,196.959,163.888,184.301,529.729,77.296,179.257,581.654,nan,nan
592.256,666.426,288.654,617.703,296.431,410.627,188.738,362.038,597.925,280.551,359.887,197.229,163.704,184.439,530.284,80.764,180.333,579.556,nan,nan
591.606,666.216,288.333,618.254,296.208,410.721,189.357,361.328,597.307,280.599,359.821,197.225,164.262,184.021,529.977,79.488,180.354,579.086,nan,nan
591.186,666.279,288.904,618.551,297.194,410.407,188.230,362.383,596.925,280.632,359.821,197.225,164.307,183.684,530.162,79.151,180.991,576.760,nan,nan
589.974,665.564,289.276,618.247,296.800,410.480,188.322,362.259,596.652,280.824,359.682,196.891,164.106,183.823,530.078,79.843,181.240,575.795,nan,nan
584.367,664.329,289.688,618.225,298.133,410.140,188.137,362.145,596.960,283.743,359.682,196.891,164.336,183.747,530.266,78.031,181.089,576.134,nan,nan
578.182,666.793,289.474,619.430,299.469,409.742,188.065,362.204,585.312,280.075,359.659,196.033,164.106,183.823,530.335,78.250,181.496,575.068,nan,nan
568.371,668.159,291.125,621.190,300.544,411.688,187.858,361.805,575.019,283.712,356.687,193.522,164.626,183.494,530.335,78.250,181.560,575.440,nan,nan
565.709,666.479,289.611,627.561,302.168,412.013,187.544,361.911,566.761,286.246,351.644,192.417,164.945,183.264,530.670,78.287,181.642,575.709,nan,nan
563.663,665.383,286.921,636.659,300.642,415.505,187.619,361.930,560.627,288.180,344.541,193.088,164.842,183.304,530.936,78.560,181.669,575.769,nan,nan
562.001,664.565,288.783,637.496,301.536,414.120,187.986,361.557,555.295,290.629,339.691,192.752,164.925,182.950,530.936,78.560,181.837,575.168,nan,nan
560.014,664.170,289.129,637.356,301.399,416.479,187.326,361.913,551.422,292.644,335.562,192.649,164.927,182.970,530.936,78.560,181.777,575.339,nan,nan
559.706,663.300,290.492,635.301,301.891,416.019,187.331,361.706,549.837,294.532,334.674,192.544,165.153,182.915,530.936,78.560,181.750,575.466,nan,nan
558.262,663.221,291.335,634.048,302.021,416.012,187.289,361.417,547.362,295.534,332.324,192.392,165.242,182.858,531.233,81.633,181.867,575.401,nan,nan
557.378,662.566,291.446,633.698,302.184,416.029,187.127,362.200,547.775,297.139,330.220,192.330,165.291,182.769,531.401,85.092,181.766,575.758,nan,nan
556.231,662.531,291.800,632.972,302.075,416.437,185.670,361.914,546.489,297.968,328.696,192.197,165.291,182.769,527.639,87.367,181.766,575.758,nan,nan
556.059,662.324,291.719,633.350,302.275,416.202,184.768,360.907,544.380,298.351,328.647,192.295,165.417,182.654,526.319,89.551,181.742,576.212,nan,nan
555.737,662.009,292.230,633.065,302.579,415.976,183.823,360.370,543.476,299.309,326.254,192.059,165.295,182.654,527.360,90.700,181.766,575.758,nan,nan
555.707,661.478,291.992,635.254,302.744,415.706,184.267,359.312,543.635,299.841,326.430,191.848,165.357,182.568,525.315,91.285,181.790,575.754,nan,nan
554.393,661.704,292.170,634.739,303.000,415.385,185.012,355.475,540.761,300.088,326.325,191.800,165.913,182.095,526.213,92.349,182.321,576.917,nan,nan
556.315,660.027,292.292,634.248,303.092,415.353,184.620,354.870,543.611,301.032,325.146,191.606,166.660,183.732,525.688,92.640,183.078,577.747,nan,nan
555.569,657.542,292.649,633.387,303.066,415.434,184.562,353.527,540.795,301.202,324.087,191.634,165.705,184.098,525.723,92.616,185.030,576.582,nan,nan
543.430,655.487,292.445,634.152,303.406,415.680,184.285,352.699,542.816,302.166,321.782,191.330,167.662,183.314,524.741,93.230,185.260,575.257,nan,nan
537.752,652.386,292.438,634.692,303.369,415.898,184.165,351.254,542.014,302.226,318.591,190.881,167.579,182.957,525.159,93.210,nan,nan,nan,nan
534.656,648.344,292.419,634.815,303.618,415.611,184.103,350.726,542.432,303.015,318.202,190.910,167.503,183.245,526.968,93.238,nan,nan,nan,nan
533.958,645.702,293.146,633.618,303.759,415.480,184.360,350.708,541.581,302.867,316.421,190.064,167.817,183.506,527.687,93.246,185.501,575.140,nan,nan
532.694,644.251,292.950,633.427,304.082,415.149,184.193,350.169,541.719,303.850,316.846,190.012,167.626,183.305,527.078,93.356,nan,nan,nan,nan
531.603,643.101,294.849,635.855,303.986,415.480,184.345,351.285,540.595,303.848,317.687,190.628,166.726,182.810,527.159,93.345,nan,nan,nan,nan
530.131,641.887,296.201,640.238,304.139,415.132,184.167,349.881,541.484,303.893,318.708,190.476,166.726,182.810,528.044,93.385,185.878,575.467,nan,nan
529.650,641.165,296.361,652.641,304.586,414.483,183.676,350.815,539.863,304.063,319.196,190.492,166.961,182.870,528.281,93.307,185.938,575.412,nan,nan
530.010,640.817,299.064,653.969,304.497,413.896,183.703,349.944,540.123,304.508,318.670,189.865,166.820,182.849,528.698,93.349,185.948,575.246,nan,nan
528.831,640.022,299.959,655.323,305.023,414.090,183.778,349.834,539.233,304.739,319.156,189.798,166.785,182.879,529.029,93.389,185.306,575.960,nan,nan
529.319,640.003,300.408,656.078,304.934,414.352,183.588,349.300,539.652,304.822,317.952,189.600,166.946,182.854,529.340,93.372,185.379,575.973,nan,nan
528.669,639.307,300.723,654.462,305.150,413.563,183.635,349.495,539.786,305.363,318.327,189.731,167.236,182.919,529.683,93.280,184.903,576.359,nan,nan
528.466,639.021,301.543,652.133,306.054,411.267,183.509,349.157,538.724,305.450,318.599,189.825,167.282,182.902,531.253,94.277,181.547,578.985,nan,nan
528.133,638.782,302.181,653.281,304.079,411.060,183.519,349.683,538.227,305.673,317.650,189.513,167.399,182.941,529.348,100.061,180.217,579.423,nan,nan
528.211,638.734,301.578,654.735,301.577,413.142,183.164,349.980,541.023,306.022,319.496,188.927,167.460,182.938,521.730,104.637,180.092,580.941,nan,nan
528.294,638.189,302.698,653.001,301.008,413.788,183.139,348.053,537.013,308.446,321.084,184.343,167.425,182.909,517.678,109.388,178.446,582.081,nan,nan
528.213,638.387,302.869,653.384,300.785,413.678,183.442,350.284,534.211,311.907,315.927,178.919,167.460,182.938,511.286,112.621,178.101,580.530,nan,nan
528.747,639.120,303.131,653.620,301.244,413.648,184.001,351.511,531.598,317.032,309.868,173.354,166.701,182.588,512.374,113.966,177.969,578.337,nan,nan
532.523,639.426,303.058,653.650,301.292,413.682,184.541,350.123,528.804,320.411,306.085,169.472,166.296,181.081,511.840,114.921,178.436,578.082,nan,nan
524.446,635.664,303.165,652.996,301.571,413.689,184.164,349.103,526.494,324.607,301.435,163.972,166.262,179.447,511.471,115.804,177.227,580.182,nan,nan
522.907,632.204,303.376,652.609,301.794,413.456,184.722,348.499,525.376,327.287,300.859,163.259,nan,nan,511.894,116.129,171.639,584.476,nan,nan
521.751,629.284,303.362,652.559,301.806,413.332,184.654,347.004,525.903,328.810,299.729,161.967,169.329,176.864,512.412,116.159,169.726,586.595,nan,nan
522.772,627.517,303.332,652.846,301.547,413.512,184.694,345.426,525.617,330.450,297.875,159.942,170.843,175.571,511.879,116.859,165.820,587.843,nan,nan
520.149,626.401,304.878,653.368,301.659,413.372,184.510,343.532,525.002,331.563,295.815,157.537,171.175,175.199,511.009,117.641,162.980,589.820,nan,nan
520.157,625.926,309.252,657.440,301.656,413.338,184.247,342.459,525.024,332.730,295.092,157.000,170.975,175.235,511.368,117.669,160.635,592.352,nan,nan
519.989,625.400,312.786,663.814,302.102,412.997,184.423,342.162,524.653,333.757,294.404,155.994,172.221,174.385,510.690,118.229,158.649,593.995,nan,nan
519.918,624.673,316.182,669.731,302.785,412.660,184.363,341.665,525.377,334.718,294.024,155.781,171.870,174.282,510.446,118.717,157.214,595.053,nan,nan
519.411,624.324,318.791,670.950,302.607,412.827,184.467,341.702,524.555,335.559,293.842,155.645,172.217,173.906,510.505,118.609,156.445,595.869,nan,nan
519.018,623.827,320.626,671.563,302.771,412.741,184.335,341.608,524.185,337.523,292.925,154.778,172.218,173.914,511.592,118.664,155.312,596.726,nan,nan
518.781,623.621,321.623,672.721,301.443,413.657,184.572,341.644,517.746,346.941,292.439,153.678,172.224,173.658,511.881,118.320,155.470,596.988,nan,nan
518.366,623.340,322.354,671.703,302.075,413.252,184.393,341.401,515.175,353.771,292.064,153.400,nan,nan,516.566,117.924,154.310,597.653,nan,nan
518.256,623.237,323.218,672.263,302.361,412.997,184.550,342.814,515.981,357.298,291.380,152.404,173.172,173.161,518.763,119.242,153.515,598.473,nan,nan
518.134,622.977,324.091,672.838,302.437,412.951,185.335,343.063,515.961,360.353,291.380,152.548,173.373,172.810,520.810,127.776,153.220,598.717,nan,nan
518.031,622.845,324.499,672.956,302.670,412.772,185.094,342.997,516.785,361.721,290.689,151.698,173.373,172.810,519.551,134.769,152.728,599.344,nan,nan
518.192,622.784,325.174,673.201,302.580,412.829,185.315,341.368,515.905,364.790,290.236,151.080,173.556,172.653,519.465,140.883,151.798,600.068,nan,nan
518.511,622.896,325.719,673.395,302.704,411.296,185.484,338.958,515.773,365.877,289.947,150.435,173.556,172.653,519.330,145.491,151.720,600.247,nan,nan
522.245,624.603,325.736,672.704,302.356,409.239,186.067,341.125,515.535,367.582,289.518,149.810,173.504,172.260,516.114,150.804,151.620,600.368,nan,nan
522.413,627.225,326.452,673.728,297.761,408.016,186.213,336.943,515.939,368.028,289.744,150.153,173.572,172.100,516.315,154.533,151.479,600.626,nan,nan
522.201,627.566,326.418,673.333,293.333,408.207,186.201,334.884,515.819,369.154,289.109,149.505,172.950,172.459,516.541,155.561,151.397,600.780,nan,nan
524.294,627.748,326.934,673.453,290.021,406.023,186.407,334.146,515.963,369.754,288.642,148.933,172.950,172.459,516.953,156.284,151.136,600.886,nan,nan
523.330,628.675,327.339,673.874,290.024,405.523,186.271,331.977,516.942,369.192,288.434,148.498,172.950,172.459,516.663,158.416,150.996,601.085,nan,nan
523.860,628.568,326.954,668.301,288.505,404.683,186.627,332.664,516.446,370.195,288.682,148.622,172.950,172.459,517.709,156.703,151.060,601.053,nan,nan
523.828,628.925,326.571,667.278,291.160,404.794,186.544,331.892,517.608,369.075,288.180,147.982,nan,nan,517.926,156.921,150.835,601.425,nan,nan
524.245,628.680,327.968,668.268,288.293,403.973,186.659,331.749,516.424,371.467,289.532,149.962,172.523,170.192,517.073,160.765,150.686,601.599,nan,nan
524.063,628.861,331.030,669.085,289.123,403.837,186.536,330.370,517.344,370.279,286.853,150.666,173.903,168.447,517.498,159.188,150.772,601.527,nan,nan
524.346,628.753,331.764,667.735,289.610,403.798,186.617,330.480,516.477,372.396,281.313,147.404,174.758,166.659,517.337,161.231,150.496,601.645,nan,nan
524.139,628.969,333.857,669.387,289.556,403.567,186.602,330.353,518.276,370.955,281.339,141.871,nan,nan,517.770,161.676,150.506,601.791,nan,nan
524.264,628.886,334.652,669.355,289.524,403.488,186.617,330.090,519.957,374.486,279.924,137.355,175.397,165.678,517.755,161.849,150.657,601.527,nan,nan
524.206,628.873,335.260,668.562,289.962,403.508,186.496,329.645,519.028,384.566,279.701,135.149,175.860,165.045,518.537,160.334,150.511,601.724,nan,nan
524.092,629.016,336.320,667.812,289.104,403.096,186.637,329.655,520.787,389.994,279.828,133.484,176.209,164.404,518.336,161.204,150.074,602.122,nan,nan
523.932,629.150,337.011,668.606,288.393,403.068,186.663,330.089,522.617,392.477,280.235,132.667,176.301,163.770,518.164,161.178,150.023,602.168,nan,nan
524.280,628.863,337.293,668.070,289.671,403.127,186.888,331.296,523.765,396.204,279.588,131.272,176.390,163.413,519.387,157.861,150.068,602.149,nan,nan
524.350,628.762,337.251,668.133,289.779,403.032,186.717,330.013,524.546,397.056,279.195,130.097,176.310,163.569,522.189,151.932,148.937,603.393,nan,nan
524.467,628.751,337.908,667.344,289.899,402.805,188.075,327.104,524.936,398.533,280.391,130.242,176.366,163.477,520.554,149.844,150.130,601.336,nan,nan
524.653,628.670,338.028,666.571,292.112,401.864,197.806,311.847,525.622,399.777,281.680,131.032,176.396,163.525,520.636,149.697,150.697,599.322,nan,nan
524.653,628.670,338.201,666.856,298.841,401.991,188.773,319.497,526.030,399.388,281.117,129.827,176.638,163.221,515.908,151.630,148.501,599.672,nan,nan
524.653,628.670,338.310,667.462,305.453,399.780,185.723,319.935,526.439,400.556,280.051,128.766,176.504,162.882,518.238,148.677,144.450,601.674,195.010,307.196
525.808,627.273,338.243,665.666,310.855,393.149,183.760,316.632,526.457,401.218,281.122,128.930,176.567,162.932,518.280,148.433,143.740,601.099,191.972,303.109
525.017,623.786,340.638,665.125,315.050,382.636,184.173,310.548,526.924,402.101,281.892,129.378,176.527,162.863,515.725,149.227,142.086,601.540,nan,nan
526.106,623.675,345.605,669.104,317.930,377.764,183.201,308.753,527.374,402.190,282.596,129.286,176.530,163.137,520.947,148.986,141.571,601.272,nan,nan
525.337,622.698,348.950,674.659,320.012,372.238,181.876,307.373,527.546,402.768,281.707,128.796,176.609,162.833,524.175,145.606,140.905,601.638,nan,nan
523.465,622.041,351.901,677.179,321.127,369.882,181.076,306.588,527.575,402.146,280.587,126.700,176.624,162.828,527.179,142.025,140.891,601.507,nan,nan
521.470,621.088,352.477,675.767,322.321,365.942,180.509,305.021,528.481,401.786,281.035,123.411,176.747,162.463,528.180,136.460,139.455,602.016,nan,nan
523.755,620.833,352.829,675.135,322.969,364.166,179.882,305.390,532.104,403.939,279.904,120.467,176.747,162.463,528.883,129.833,139.345,601.854,nan,nan
524.085,620.503,353.331,675.744,323.462,362.380,179.149,304.671,536.169,412.522,279.834,119.048,176.747,162.463,529.589,126.062,138.925,601.759,nan,nan
522.355,619.879,353.737,675.567,324.220,360.389,179.085,304.002,540.069,419.423,280.408,118.160,176.747,162.463,530.528,121.575,138.668,602.090,nan,nan
522.648,619.317,353.958,675.553,324.437,359.915,178.597,303.806,545.221,423.748,281.420,118.035,176.747,162.463,530.419,121.304,138.228,602.305,nan,nan
525.132,619.698,353.558,674.722,325.100,357.856,178.051,303.540,548.836,426.160,281.460,117.583,176.747,162.463,531.059,116.897,138.011,602.447,nan,nan
525.118,619.422,353.829,674.683,325.030,357.409,178.167,303.069,550.334,426.495,282.841,117.953,176.747,162.463,530.662,117.576,137.612,602.516,nan,nan
524.027,618.490,354.203,675.082,325.609,356.110,174.313,306.093,552.066,427.467,282.388,116.894,176.786,162.530,530.493,118.030,137.386,602.471,nan,nan
525.426,618.280,354.195,674.924,326.322,354.747,170.930,303.699,553.133,427.804,282.871,116.704,176.802,162.326,530.745,115.835,138.314,602.181,nan,nan
526.951,616.169,353.895,674.231,326.079,355.261,168.183,300.113,553.469,427.962,283.572,116.814,176.594,162.063,530.455,116.447,139.261,602.779,nan,nan
523.224,612.947,353.866,673.674,326.475,353.682,165.312,298.583,554.361,427.929,282.297,115.164,nan,nan,531.215,112.109,142.225,603.695,nan,nan
520.491,609.372,354.566,674.484,326.582,354.037,161.764,295.847,554.734,427.888,283.607,113.852,176.882,159.737,530.729,114.013,148.217,607.585,nan,nan
520.882,607.067,354.189,673.578,326.637,352.556,158.959,294.233,555.243,428.229,282.322,108.184,176.667,159.506,531.167,111.182,149.970,608.198,nan,nan
519.712,604.731,354.154,673.532,326.903,352.470,157.043,293.249,556.037,428.911,282.179,103.979,177.177,158.140,531.276,111.169,151.743,613.241,nan,nan
520.410,603.793,354.914,674.490,327.188,351.904,155.207,292.143,556.670,429.080,283.378,99.745,nan,nan,531.138,110.419,153.934,614.459,nan,nan
520.365,602.551,355.198,674.807,327.538,350.336,154.522,291.894,557.361,429.905,285.052,97.698,nan,nan,531.212,110.361,156.687,616.598,nan,nan
520.287,601.897,354.997,673.884,327.354,351.217,153.201,291.168,557.458,429.756,285.664,94.423,177.895,156.121,531.195,109.205,158.845,620.460,nan,nan
520.185,601.160,354.636,673.500,327.471,350.746,151.738,290.487,557.011,428.875,286.629,94.566,177.922,155.471,531.223,109.520,160.635,622.274,nan,nan
520.415,600.755,355.062,674.152,326.000,348.514,151.405,290.485,557.982,429.588,286.737,92.870,nan,nan,531.196,108.627,161.858,623.366,nan,nan
520.841,600.290,355.142,674.177,325.038,346.818,150.549,290.028,558.075,429.720,287.585,92.414,177.922,155.513,531.186,108.316,162.325,623.857,nan,nan
520.671,599.930,354.727,673.067,324.946,341.979,150.296,289.918,558.081,429.010,287.797,91.892,nan,nan,531.159,107.406,163.373,625.595,nan,nan
520.317,599.434,354.563,672.826,323.345,339.032,149.105,289.435,559.451,431.133,288.495,91.932,nan,nan,531.213,107.258,163.537,625.826,nan,nan
521.122,599.679,354.641,672.935,322.506,336.417,149.204,289.709,558.414,427.293,288.867,91.844,nan,nan,531.219,106.910,164.643,627.431,nan,nan
521.117,599.250,354.482,672.609,321.780,333.572,147.889,289.308,555.170,425.091,288.874,90.789,178.100,155.425,531.194,107.097,164.575,627.127,nan,nan
521.629,599.608,354.679,672.741,320.632,332.061,146.344,289.387,554.104,425.582,289.864,93.485,178.100,155.425,531.137,106.413,165.043,627.744,nan,nan
521.619,599.267,354.653,672.523,320.233,330.990,143.168,287.368,555.471,429.342,290.351,91.108,nan,nan,531.166,106.194,165.892,628.538,nan,nan
522.314,598.831,353.653,671.088,320.077,330.615,139.623,286.453,555.270,428.971,291.531,87.358,nan,nan,531.229,106.097,165.729,628.281,nan,nan
524.361,595.775,354.747,672.602,319.355,329.203,137.476,285.440,556.069,428.448,293.438,85.109,nan,nan,531.224,105.757,165.935,628.430,nan,nan
521.481,587.240,354.915,673.246,319.409,329.260,135.670,284.585,555.865,429.238,295.034,81.882,nan,nan,530.759,107.693,166.795,629.618,nan,nan
517.158,580.245,356.398,673.130,319.146,328.832,134.313,284.339,556.488,428.802,296.395,82.568,nan,nan,530.762,107.571,166.532,629.328,nan,nan
517.320,575.696,357.653,673.216,318.147,327.247,133.731,284.371,556.438,429.030,297.141,80.987,nan,nan,530.713,107.630,166.504,629.606,nan,nan
518.002,574.446,358.107,673.210,318.290,327.342,132.153,284.036,556.490,429.035,298.042,79.854,nan,nan,530.713,107.630,167.453,627.518,nan,nan
518.736,573.250,358.481,672.077,318.262,327.413,131.529,284.025,556.487,429.046,299.216,81.528,nan,nan,530.718,107.257,168.412,625.731,nan,nan
518.940,572.255,359.119,673.489,318.251,327.171,131.107,283.819,556.302,429.359,299.127,79.511,nan,nan,530.734,106.976,171.152,625.120,nan,nan
519.787,572.094,358.876,672.202,317.758,326.494,130.695,283.814,556.302,429.347,300.097,80.894,177.911,155.996,530.222,107.816,nan,nan,nan,nan
519.855,571.097,359.611,672.519,317.872,326.599,129.668,283.706,556.227,429.513,300.482,79.702,177.356,154.439,527.735,103.833,174.270,623.721,nan,nan
520.744,571.331,359.350,671.690,317.780,326.551,129.076,283.739,556.010,429.725,303.113,78.533,178.000,152.787,527.020,95.478,176.010,623.723,nan,nan
520.161,569.851,359.818,672.115,317.272,325.688,128.854,283.831,556.016,429.839,306.823,71.859,177.738,153.775,525.466,93.446,nan,nan,nan,nan
520.362,569.991,359.670,671.334,316.859,325.128,128.474,283.824,556.529,428.159,309.632,67.160,nan,nan,524.255,88.513,nan,nan,nan,nan
520.319,569.544,360.003,671.171,316.738,324.962,128.164,283.947,555.810,427.986,312.311,66.362,177.624,152.927,524.939,87.951,nan,nan,nan,nan
520.426,568.918,359.997,670.705,316.325,324.338,127.888,283.940,557.444,427.263,313.806,65.512,178.142,151.732,524.857,87.598,nan,nan,nan,nan
520.600,568.558,360.140,670.796,316.275,324.175,129.345,284.521,556.884,424.485,314.250,65.537,178.117,151.842,525.344,87.665,178.909,622.174,nan,nan
520.601,568.188,360.199,670.364,316.278,324.423,126.234,283.175,557.253,423.255,314.535,64.971,nan,nan,525.564,87.799,178.871,622.216,nan,nan
520.547,567.903,360.294,670.185,316.419,324.748,123.562,282.572,557.284,422.066,314.565,65.459,178.385,151.626,525.353,86.621,179.386,622.028,nan,nan
520.739,568.142,360.049,669.332,315.857,325.322,121.406,282.298,556.537,421.482,314.129,66.664,178.305,151.717,526.139,87.997,nan,nan,nan,nan
520.879,568.359,359.957,668.824,312.902,324.766,120.319,281.754,556.744,420.771,314.368,66.263,178.239,151.386,526.050,87.426,178.892,622.564,nan,nan
520.946,567.757,360.156,668.702,310.145,322.132,118.683,281.499,557.245,425.263,314.908,65.276,178.290,151.352,526.103,86.850,nan,nan,nan,nan
521.047,567.581,359.965,668.027,308.384,321.183,118.094,281.487,556.802,423.684,315.060,66.014,178.290,151.352,526.479,87.538,179.961,622.048,nan,nan
521.040,567.353,360.882,667.617,304.325,318.781,117.358,281.599,556.938,425.885,314.619,66.997,178.290,151.352,526.257,87.103,179.944,622.031,nan,nan
521.295,567.945,364.807,672.808,302.589,317.789,117.073,281.693,559.113,425.935,314.964,66.053,nan,nan,526.361,86.537,179.845,622.256,nan,nan
522.392,569.405,367.215,672.961,301.535,317.366,116.865,281.708,559.783,425.191,315.194,65.835,nan,nan,526.516,86.509,179.763,622.175,nan,nan
523.408,565.048,368.963,673.062,300.374,316.670,116.101,281.773,560.775,425.033,315.175,65.958,178.249,151.951,526.687,86.545,177.983,620.770,nan,nan
523.442,558.612,368.866,671.778,300.063,316.894,115.551,281.710,561.547,425.024,315.323,65.318,nan,nan,526.637,86.679,175.157,618.228,nan,nan
527.787,553.025,369.978,672.095,298.749,316.356,114.851,281.953,561.912,424.772,315.484,64.866,177.838,152.245,526.881,86.341,174.028,616.305,nan,nan
529.260,548.048,370.111,671.124,298.062,316.036,114.561,281.945,561.899,425.291,315.321,65.547,177.273,152.493,526.542,85.635,173.034,612.490,nan,nan
531.689,545.070,370.672,671.248,297.858,315.877,115.040,282.056,562.760,423.358,315.620,64.697,178.131,149.098,526.877,86.231,172.606,611.771,nan,nan
533.283,542.869,371.046,670.783,297.644,315.905,115.000,282.121,563.000,422.598,315.486,65.184,177.473,149.632,526.982,86.022,171.947,609.710,nan,nan
534.187,540.815,371.132,670.298,296.633,315.710,114.506,281.977,563.179,421.739,315.450,65.591,177.667,149.483,527.503,86.919,171.802,609.305,nan,nan
535.093,539.640,371.442,670.161,296.019,315.385,114.467,282.247,563.059,421.779,316.636,69.194,177.462,149.434,527.482,86.784,171.676,607.748,nan,nan
535.641,538.285,372.041,670.716,296.371,315.744,115.344,282.676,563.411,421.244,315.195,69.092,177.634,148.276,527.912,84.573,171.108,607.131,nan,nan
536.302,537.296,372.051,670.165,297.345,316.383,115.389,283.087,564.526,420.575,315.356,67.801,177.801,148.594,529.029,79.323,171.319,607.753,nan,nan
538.176,539.715,372.076,669.555,297.210,316.101,114.746,282.962,560.741,426.729,316.524,68.521,177.765,148.772,530.273,78.403,171.291,607.309,nan,nan
539.760,538.835,372.123,669.392,296.421,316.098,114.587,283.194,555.293,424.006,316.497,66.864,177.761,148.349,531.646,75.486,171.050,606.553,nan,nan
545.102,530.975,372.488,669.317,296.389,316.140,114.345,283.070,549.198,421.774,316.677,65.650,177.817,148.243,532.568,75.139,170.959,605.772,nan,nan
550.409,529.806,372.843,669.475,296.156,316.183,114.796,283.075,547.006,420.375,317.712,67.564,177.868,148.269,534.085,75.691,170.829,605.329,nan,nan
554.132,524.294,372.462,668.672,295.772,315.974,114.048,283.016,546.113,418.559,317.634,66.464,177.868,148.269,534.614,74.417,170.828,605.227,nan,nan
556.795,523.590,373.491,668.245,295.512,315.777,113.697,283.082,545.423,417.724,318.011,67.794,177.732,148.466,534.424,71.973,170.997,605.375,nan,nan
559.023,521.897,377.546,670.561,295.724,316.212,113.686,283.283,545.248,416.697,318.492,68.032,177.732,148.466,534.930,73.675,170.820,604.922,nan,nan
560.363,521.726,380.824,671.374,294.691,315.807,113.420,283.272,545.126,415.724,318.536,68.076,177.288,149.349,535.501,73.128,170.774,604.735,nan,nan
561.523,520.773,380.950,669.498,294.682,315.357,115.983,283.564,545.418,414.701,318.583,67.603,176.715,149.120,535.668,72.818,170.762,604.671,nan,nan
